,Temp_c,Cloud,Feels_like_c,Dew_point_c
85,11.2,0.10389610389610388,0,11.6
86,12.3,0.09090909090909088,0,12.4
87,11.8,0.09090909090909088,3,11.8
88,11.3,0.18181818181818182,4,11.1
89,10.3,0.27272727272727276,3,10.2
90,7.4,0.3636363636363636,2,7.4
91,6.2,0.3896103896103896,2,6.0
92,2.8,0.3896103896103896,1,1.0
93,2.3,0.3896103896103896,1,0.0
94,1.9,0.3636363636363636,0,-0.9
95,1.6,0.3376623376623376,0,-1.3
96,1.4,0.28571428571428575,0,-1.8
97,1.7,0.25974025974025977,0,-1.6
98,1.3,0.25974025974025977,2,-2.0
99,1.0,0.29870129870129875,6,-2.2
100,1.1,0.3636363636363636,8,-1.8
101,0.5,0.44155844155844154,15,-3.1
102,1.4,0.4805194805194805,22,-2.1
103,1.9,0.41558441558441556,10,-1.1
104,1.5,0.3766233766233766,20,-1.6
105,1.8,0.3636363636363636,22,1.0
106,2.6,0.32467532467532473,9,0.3
107,4.4,0.27272727272727276,5,4.0
108,5.3,0.2207792207792208,4,3.8
109,6.1,0.16883116883116883,11,5.1
110,6.4,0.09090909090909088,14,4.3
111,7.5,0.0649350649350649,11,3.9
112,7.0,0.0649350649350649,15,3.1
113,6.2,0.07792207792207789,14,2.5
114,5.2,0.11688311688311687,6,1.6
115,4.3,0.14285714285714285,3,0.5
116,0.5,0.16883116883116883,13,-3.2
117,0.0,0.18181818181818182,3,-2.8
118,-0.6,0.2077922077922078,0,-3.5
119,-1.2,0.24675324675324678,2,-3.6
120,-1.8,0.27272727272727276,3,-1.8
121,-1.8,0.25974025974025977,3,-2.5
122,-1.8,0.25974025974025977,3,-3.3
123,-1.8,0.24675324675324678,3,-4.0
124,-2.0,0.28571428571428575,2,-4.3
125,-2.1,0.31168831168831174,2,-4.7
126,-2.3,0.3376623376623376,2,-5.0
127,-2.1,0.32467532467532473,1,-4.6
128,-1.9,0.29870129870129875,1,-4.3
129,-1.7,0.28571428571428575,0,-3.9
130,0.8,0.2077922077922078,0,-0.9
131,3.2,0.14285714285714285,0,2.0
132,5.7,0.07792207792207789,0,5.0
133,6.5,0.0649350649350649,0,5.7
134,7.2,0.03896103896103892,0,6.5
135,8.0,0.025974025974025927,0,7.2
136,7.1,0.07792207792207789,0,6.3
137,6.2,0.12987012987012986,0,5.3
138,5.3,0.18181818181818182,0,4.4
139,3.5,0.2207792207792208,0,2.2
140,1.8,0.25974025974025977,0,0.1
141,0.0,0.29870129870129875,0,-2.1
142,-0.3,0.27272727272727276,0,-2.4
143,-0.6,0.24675324675324678,0,-2.8
144,-0.9,0.2337662337662338,0,-3.1
145,-1.0,0.2207792207792208,0,-3.3
146,-1.2,0.2077922077922078,0,-3.4
147,-1.3,0.19480519480519481,0,-3.6
148,-1.4,0.19480519480519481,0,-3.6
149,-1.6,0.19480519480519481,0,-3.7
150,-1.7,0.18181818181818182,0,-3.7
151,-1.5,0.16883116883116883,0,-3.2
152,-1.2,0.15584415584415584,0,-2.7
153,-1.0,0.14285714285714285,0,-2.2
154,0.9,0.10389610389610388,11,-0.3
155,2.7,0.0649350649350649,21,1.5
156,4.6,0.012987012987012991,32,3.4
157,5.2,0.025974025974025927,32,4.2
158,5.7,0.025974025974025927,32,4.9
159,6.3,0.03896103896103892,32,5.7
160,5.5,0.07792207792207789,24,4.5
161,4.7,0.12987012987012986,15,3.3
162,3.9,0.18181818181818182,7,2.1
163,2.7,0.2207792207792208,6,1.3
164,1.6,0.27272727272727276,5,0.6
165,0.4,0.31168831168831174,4,-0.2
166,0.2,0.29870129870129875,6,-1.1
167,-0.1,0.27272727272727276,8,-1.9
168,-0.3,0.25974025974025977,10,-2.8
169,-0.6,0.24675324675324678,15,-3.0
170,-0.8,0.2337662337662338,20,-3.1
171,-1.1,0.2207792207792208,25,-3.3
172,-1.1,0.2207792207792208,23,-3.1
173,-1.0,0.2077922077922078,21,-2.9
174,-1.0,0.19480519480519481,19,-2.7
175,-0.8,0.18181818181818182,12,-1.9
176,-0.5,0.16883116883116883,6,-1.1
177,-0.3,0.15584415584415584,0,-0.3
178,1.7,0.14285714285714285,0,1.1
179,3.6,0.12987012987012986,0,2.5
180,5.6,0.11688311688311687,0,3.9
181,5.6,0.12987012987012986,2,3.7
182,5.6,0.14285714285714285,4,3.5
183,5.6,0.15584415584415584,6,3.3
184,4.7,0.2207792207792208,12,1.6
185,3.9,0.27272727272727276,18,0.0
186,3.0,0.3376623376623376,24,-1.7
187,1.1,0.5194805194805194,39,-3.6
188,-0.7,0.6883116883116884,54,-5.6
189,-2.6,0.8571428571428572,69,-7.5
190,-3.1,0.8701298701298701,73,-8.1
191,-3.7,0.8831168831168832,76,-8.6
192,-4.2,0.8831168831168832,80,-9.2
193,-4.5,0.8961038961038961,87,-9.6
194,-4.7,0.8961038961038961,93,-10.0
195,-5.0,0.8961038961038961,99,-10.4
196,-5.3,0.8961038961038961,99,-10.7
197,-5.6,0.8961038961038961,99,-11.0
198,-5.9,0.9090909090909092,99,-11.3
199,-6.3,0.8961038961038961,96,-11.7
200,-6.6,0.8961038961038961,94,-12.2
201,-7.0,0.8961038961038961,91,-12.6
202,-6.7,0.8571428571428572,94,-12.3
203,-6.5,0.8181818181818181,97,-12.0
204,-6.2,0.7922077922077921,100,-11.7
205,-5.8,0.7402597402597402,100,-11.2
206,-5.4,0.6883116883116884,100,-10.6
207,-5.0,0.6493506493506493,100,-10.1
208,-5.3,0.6753246753246753,100,-10.5
209,-5.7,0.7012987012987013,100,-10.8
210,-6.0,0.7272727272727273,100,-11.2
211,-6.6,0.7402597402597402,100,-11.8
212,-7.1,0.7532467532467533,100,-12.4
213,-7.7,0.7662337662337662,100,-13.0
214,-8.1,0.7922077922077921,100,-12.9
215,-8.4,0.8311688311688312,100,-12.7
216,-8.8,0.8571428571428572,100,-12.6
217,-9.1,0.8701298701298701,94,-12.7
218,-9.4,0.8831168831168832,89,-12.7
219,-9.7,0.8831168831168832,83,-12.8
220,-9.9,0.8831168831168832,74,-12.7
221,-10.0,0.8701298701298701,66,-12.5
222,-10.2,0.8571428571428572,57,-12.4
223,-10.1,0.8441558441558441,65,-12.3
224,-10.1,0.8441558441558441,73,-12.3
225,-10.0,0.8311688311688312,81,-12.2
226,-9.0,0.7792207792207793,78,-11.8
227,-8.0,0.7142857142857142,76,-11.5
228,-7.0,0.6623376623376624,73,-11.1
229,-6.2,0.6363636363636365,75,-10.3
230,-5.5,0.6103896103896105,76,-9.5
231,-4.7,0.5844155844155845,78,-8.7
232,-5.0,0.6363636363636365,80,-8.8
233,-5.2,0.6883116883116884,83,-8.9
234,-5.5,0.7272727272727273,85,-9.0
235,-7.0,0.7532467532467533,61,-10.6
236,-8.5,0.7662337662337662,37,-12.3
237,-10.0,0.7922077922077921,13,-13.9
238,-10.1,0.7662337662337662,11,-14.2
239,-10.2,0.7402597402597402,9,-14.6
240,-10.3,0.7142857142857142,7,-14.9
241,-10.2,0.7012987012987013,7,-14.8
242,-10.1,0.6883116883116884,6,-14.7
243,-10.0,0.6753246753246753,6,-14.6
244,-10.0,0.6753246753246753,4,-14.9
245,-10.1,0.6623376623376624,2,-15.2
246,-10.1,0.6623376623376624,0,-15.5
247,-9.5,0.6493506493506493,33,-14.5
248,-8.9,0.6233766233766234,66,-13.6
249,-8.3,0.6103896103896105,100,-12.6
250,-5.4,0.5324675324675325,68,-8.6
251,-2.6,0.4675324675324675,36,-4.5
252,0.3,0.3896103896103896,5,-0.5
253,0.7,0.3766233766233766,7,-0.5
254,1.0,0.3636363636363636,9,-0.6
255,1.4,0.3506493506493506,11,-0.6
256,0.7,0.42857142857142855,9,-1.6
257,0.0,0.5064935064935066,7,-2.5
258,-0.7,0.5844155844155845,4,-3.5
259,-2.3,0.5974025974025974,4,-5.2
260,-3.8,0.6233766233766234,3,-6.9
261,-5.4,0.6363636363636365,3,-8.6
262,-5.7,0.6363636363636365,3,-9.2
263,-6.1,0.6493506493506493,3,-9.8
264,-6.4,0.6493506493506493,4,-10.4
265,-6.5,0.6363636363636365,3,-10.6
266,-6.7,0.6233766233766234,3,-10.8
267,-6.8,0.6103896103896105,3,-11.0
268,-7.0,0.6103896103896105,2,-11.4
269,-7.1,0.6103896103896105,2,-11.8
270,-7.3,0.6103896103896105,2,-12.2
271,-6.7,0.5844155844155845,1,-11.3
272,-6.1,0.5714285714285714,1,-10.3
273,-5.5,0.5454545454545454,0,-9.4
274,-2.1,0.5064935064935066,0,-5.0
275,1.3,0.45454545454545453,0,-0.5
276,4.7,0.40259740259740256,0,3.9
277,5.7,0.3896103896103896,0,5.1
278,6.8,0.3896103896103896,1,6.3
279,7.8,0.3766233766233766,1,7.5
280,6.5,0.42857142857142855,2,5.9
281,5.1,0.4805194805194805,2,4.3
282,3.8,0.5324675324675325,2,2.7
283,2.3,0.5324675324675325,2,0.7
284,0.9,0.5324675324675325,2,-1.3
285,-0.6,0.5324675324675325,2,-3.3
286,-0.8,0.5454545454545454,3,-3.3
287,-1.1,0.5584415584415585,5,-3.4
288,-1.3,0.5714285714285714,7,-3.4
289,-1.1,0.5584415584415585,6,-3.1
290,-0.9,0.5584415584415585,6,-2.9
291,-0.7,0.5454545454545454,6,-2.6
292,-0.5,0.5324675324675325,11,-2.6
293,-0.2,0.5194805194805194,17,-2.6
294,0.0,0.5064935064935066,22,-2.6
295,0.4,0.4805194805194805,31,-2.1
296,0.7,0.4675324675324675,41,-1.6
297,1.1,0.45454545454545453,51,-1.1
298,2.6,0.44155844155844154,42,0.9
299,4.1,0.44155844155844154,33,2.8
300,5.6,0.44155844155844154,24,4.8
301,6.3,0.3766233766233766,21,5.4
302,7.0,0.32467532467532473,18,6.1
303,7.7,0.27272727272727276,15,6.7
304,6.8,0.3766233766233766,42,5.4
305,5.8,0.4675324675324675,69,4.1
306,4.9,0.5714285714285714,97,2.8
307,4.2,0.5584415584415585,89,2.0
308,3.5,0.5454545454545454,82,1.2
309,2.8,0.5454545454545454,74,0.4
310,2.2,0.5454545454545454,54,-0.2
311,1.6,0.5584415584415585,35,-0.9
312,1.0,0.5714285714285714,15,-1.5
313,0.5,0.5584415584415585,12,-2.0
314,0.0,0.5324675324675325,9,-2.6
315,-0.5,0.5194805194805194,6,-3.1
316,-0.7,0.5064935064935066,7,-3.0
317,-0.8,0.5064935064935066,8,-2.8
318,-1.0,0.4935064935064935,9,-2.7
319,-0.8,0.5194805194805194,17,-2.5
320,-0.6,0.5324675324675325,25,-2.3
321,-0.4,0.5584415584415585,33,-2.1
322,0.0,0.6233766233766234,33,-2.2
323,0.5,0.6883116883116884,34,-2.3
324,0.9,0.7532467532467533,34,-2.4
325,1.2,0.7272727272727273,41,-1.9
326,1.5,0.6883116883116884,47,-1.5
327,1.8,0.6623376623376624,53,-1.0
328,1.4,0.7012987012987013,64,-1.4
329,1.0,0.7272727272727273,75,-1.7
330,0.6,0.7532467532467533,86,-2.1
331,0.1,0.7922077922077921,84,-2.2
332,-0.3,0.8181818181818181,82,-2.4
333,-0.8,0.8441558441558441,80,-2.5
334,-1.4,0.8441558441558441,82,-3.2
335,-2.1,0.8571428571428572,84,-3.8
336,-8.5,0.6103896103896105,21,-17.0
337,-8.6,0.6103896103896105,18,-17.3
338,-8.7,0.5844155844155845,14,-17.6
339,-8.6,0.4675324675324675,1,-17.4
340,-8.6,0.4935064935064935,3,-17.5
341,-8.7,0.5194805194805194,5,-17.5
342,-8.7,0.5454545454545454,5,-17.3
343,-8.7,0.5844155844155845,5,-17.1
344,-8.7,0.5974025974025974,5,-16.8
345,-8.2,0.5974025974025974,4,-16.0
346,-4.1,0.5194805194805194,1,-10.1
347,1.0,0.44155844155844154,1,-2.7
348,3.1,0.3896103896103896,0,0.8
349,2.2,0.3506493506493506,0,0.2
350,2.8,0.32467532467532473,0,0.8
351,5.5,0.31168831168831174,0,3.6
352,5.0,0.31168831168831174,0,2.5
353,2.9,0.3636363636363636,3,-0.4
354,1.3,0.44155844155844154,0,-2.8
355,-1.9,0.5324675324675325,2,-7.4
356,-5.0,0.5714285714285714,3,-11.8
357,-5.0,0.5714285714285714,4,-12.2
358,-5.3,0.5454545454545454,5,-12.9
359,-5.4,0.4805194805194805,5,-13.3
360,-5.7,0.42857142857142855,6,-13.8
361,-6.0,0.40259740259740256,6,-14.3
362,-6.1,0.3506493506493506,6,-14.6
363,-6.3,0.32467532467532473,5,-14.9
364,-6.7,0.31168831168831174,3,-15.5
365,-6.7,0.25974025974025977,2,-15.4
366,-6.4,0.2207792207792208,1,-15.0
367,-5.9,0.16883116883116883,1,-14.2
368,-5.6,0.14285714285714285,1,-13.8
369,-4.9,0.14285714285714285,0,-12.8
370,-2.4,0.14285714285714285,0,-8.9
371,3.4,0.10389610389610388,0,-1.1
372,7.0,0.07792207792207789,1,3.9
373,4.8,0.25974025974025977,0,1.8
374,5.5,0.25974025974025977,0,2.8
375,8.1,0.09090909090909088,1,5.6
376,2.9,0.44155844155844154,4,-0.4
377,1.1,0.5194805194805194,8,-3.0
378,2.7,0.16883116883116883,3,-1.2
379,-4.3,0.5454545454545454,5,-10.6
380,-7.1,0.5584415584415585,7,-14.2
381,-1.6,0.14285714285714285,100,-8.0
382,-5.1,0.5584415584415585,9,-11.3
383,-5.1,0.5844155844155845,7,-11.5
384,-1.1,0.14285714285714285,99,-7.9
385,-3.4,0.4935064935064935,7,-9.8
386,-2.9,0.41558441558441556,3,-9.4
387,-2.5,0.15584415584415584,61,-10.0
388,-3.3,0.4675324675324675,5,-9.2
389,-5.2,0.5584415584415585,5,-11.5
390,-4.8,0.31168831168831174,89,-12.8
391,-5.6,0.5324675324675325,5,-12.1
392,-6.2,0.5454545454545454,5,-13.1
393,-6.3,0.4805194805194805,50,-14.4
394,-4.0,0.4935064935064935,4,-10.9
395,0.0,0.41558441558441556,3,-6.1
396,-0.1,0.45454545454545453,5,-6.5
397,1.4,0.3896103896103896,4,-4.4
398,1.9,0.40259740259740256,4,-3.7
399,1.2,0.40259740259740256,8,-4.6
400,2.4,0.40259740259740256,3,-2.5
401,2.1,0.44155844155844154,3,-2.7
402,-1.2,0.5584415584415585,8,-7.6
403,-1.7,0.45454545454545453,3,-7.7
404,-4.4,0.41558441558441556,3,-11.3
405,-4.5,0.41558441558441556,2,-12.5
406,-4.1,0.41558441558441556,3,-10.8
407,-4.6,0.42857142857142855,3,-11.4
408,-4.7,0.2337662337662338,2,-12.4
409,-4.3,0.42857142857142855,3,-11.2
410,-4.1,0.40259740259740256,3,-10.9
411,-4.0,0.16883116883116883,37,-11.3
412,-3.2,0.3506493506493506,32,-9.5
413,-2.7,0.32467532467532473,97,-8.7
414,-2.6,0.10389610389610388,12,-8.9
415,-3.6,0.32467532467532473,13,-9.7
416,-3.6,0.3376623376623376,14,-9.7
417,-0.6,0.0,4,-6.6
418,-1.0,0.2207792207792208,1,-6.1
419,3.8,0.2207792207792208,0,-0.1
420,8.0,0.05194805194805191,1,4.2
421,6.2,0.24675324675324678,0,2.5
422,6.7,0.2337662337662338,0,3.4
423,5.5,0.25974025974025977,3,2.2
424,4.7,0.31168831168831174,3,1.8
425,1.6,0.41558441558441556,2,-0.8
426,-2.2,0.6103896103896105,6,-5.2
427,-3.4,0.6623376623376624,8,-7.9
428,-5.4,0.6233766233766234,7,-10.7
429,-5.7,0.5974025974025974,6,-11.4
430,-5.3,0.4675324675324675,4,-11.1
431,-4.8,0.41558441558441556,3,-10.7
432,-4.3,0.3896103896103896,2,-10.6
433,-2.3,0.44155844155844154,11,-8.1
434,-2.7,0.5454545454545454,26,-7.8
435,-4.2,0.7012987012987013,77,-8.6
436,-3.7,0.7662337662337662,75,-8.0
437,-3.8,0.8181818181818181,97,-8.6
438,-3.0,0.6103896103896105,84,-8.9
439,-3.7,0.6103896103896105,76,-11.0
440,-4.7,0.6103896103896105,7,-11.5
441,-6.2,0.6623376623376624,84,-12.6
442,-5.7,0.5324675324675325,7,-11.5
443,-3.6,0.40259740259740256,5,-8.9
444,-3.1,0.3766233766233766,75,-8.6
445,-3.2,0.3506493506493506,9,-8.9
446,-3.4,0.3636363636363636,7,-10.1
447,-3.2,0.3766233766233766,6,-10.6
448,-3.4,0.41558441558441556,4,-10.8
449,-4.4,0.44155844155844154,5,-11.5
450,-6.1,0.5064935064935066,5,-13.7
451,-7.0,0.5324675324675325,5,-14.8
452,-9.7,0.5454545454545454,5,-17.4
453,-11.0,0.6233766233766234,22,-17.9
454,-11.4,0.6493506493506493,10,-18.2
455,-11.5,0.6753246753246753,10,-18.1
456,-12.1,0.6883116883116884,12,-18.9
457,-11.4,0.6753246753246753,11,-18.2
458,-10.8,0.6623376623376624,10,-17.5
459,-10.1,0.6493506493506493,9,-16.8
460,-10.4,0.6623376623376624,10,-17.0
461,-10.7,0.6883116883116884,11,-17.2
462,-11.0,0.7012987012987013,12,-17.4
463,-10.4,0.6623376623376624,11,-16.5
464,-9.7,0.6233766233766234,9,-15.5
465,-9.1,0.5844155844155845,7,-14.6
466,-6.9,0.44155844155844154,5,-11.2
467,-4.6,0.31168831168831174,2,-7.9
468,-2.4,0.18181818181818182,0,-4.5
469,-1.3,0.15584415584415584,0,-3.6
470,-0.2,0.14285714285714285,0,-2.7
471,0.9,0.11688311688311687,0,-1.8
472,-1.2,0.2207792207792208,1,-3.6
473,-3.2,0.32467532467532473,2,-5.4
474,-5.3,0.42857142857142855,3,-7.2
475,-6.9,0.45454545454545453,3,-9.9
476,-8.4,0.4935064935064935,4,-12.6
477,-10.0,0.5194805194805194,5,-15.3
478,-10.2,0.4935064935064935,4,-15.7
479,-10.4,0.4675324675324675,4,-16.2
480,-10.6,0.44155844155844154,3,-16.6
481,-10.0,0.42857142857142855,3,-16.0
482,-9.5,0.42857142857142855,3,-15.4
483,-8.9,0.41558441558441556,3,-14.8
484,-9.0,0.41558441558441556,3,-15.1
485,-9.0,0.41558441558441556,3,-15.4
486,-9.1,0.41558441558441556,3,-15.7
487,-9.2,0.3896103896103896,2,-15.6
488,-9.4,0.3636363636363636,2,-15.5
489,-9.5,0.32467532467532473,1,-15.4
490,-6.6,0.24675324675324678,7,-10.8
491,-3.7,0.15584415584415584,12,-6.1
492,-0.8,0.0649350649350649,18,-1.5
493,-0.5,0.09090909090909088,19,-0.9
494,-0.1,0.12987012987012986,20,-0.4
495,0.2,0.15584415584415584,21,0.2
496,-1.6,0.27272727272727276,16,-2.7
497,-3.3,0.3766233766233766,10,-5.7
498,-5.1,0.4935064935064935,4,-8.6
499,-6.4,0.4675324675324675,4,-10.8
500,-7.6,0.44155844155844154,3,-13.0
501,-8.9,0.40259740259740256,3,-15.2
502,-9.2,0.42857142857142855,3,-15.6
503,-9.4,0.45454545454545453,4,-15.9
504,-9.7,0.4675324675324675,4,-16.3
505,-9.1,0.4935064935064935,5,-15.7
506,-8.6,0.5194805194805194,5,-15.2
507,-8.0,0.5324675324675325,5,-14.6
508,-8.0,0.5324675324675325,5,-14.5
509,-8.1,0.5194805194805194,6,-14.4
510,-8.1,0.5194805194805194,6,-14.3
511,-8.0,0.4675324675324675,5,-13.8
512,-7.8,0.42857142857142855,3,-13.2
513,-7.7,0.3766233766233766,2,-12.7
514,-5.2,0.29870129870129875,2,-9.6
515,-2.6,0.2207792207792208,1,-6.5
516,-0.1,0.14285714285714285,0,-3.4
517,-0.3,0.18181818181818182,1,-3.8
518,-0.4,0.2207792207792208,2,-4.3
519,-0.6,0.25974025974025977,3,-4.7
520,-2.6,0.41558441558441556,21,-7.2
521,-4.7,0.5714285714285714,39,-9.8
522,-6.7,0.7272727272727273,57,-12.3
523,-7.7,0.7922077922077921,65,-13.0
524,-8.6,0.8571428571428572,74,-13.6
525,-9.6,0.922077922077922,82,-14.3
526,-10.0,0.9350649350649352,88,-14.6
527,-10.5,0.9350649350649352,94,-14.9
528,-10.9,0.9350649350649352,100,-15.2
529,-10.4,0.9350649350649352,100,-14.5
530,-9.8,0.9350649350649352,100,-13.7
531,-9.3,0.9350649350649352,100,-13.0
532,-9.7,0.9350649350649352,100,-13.5
533,-10.0,0.9350649350649352,100,-14.1
534,-10.4,0.9350649350649352,100,-14.6
535,-10.8,0.922077922077922,100,-15.1
536,-11.1,0.9090909090909092,100,-15.7
537,-11.5,0.8961038961038961,100,-16.2
538,-11.6,0.8571428571428572,100,-16.6
539,-11.7,0.8181818181818181,100,-17.0
540,-11.8,0.7662337662337662,100,-17.4
541,-11.7,0.7792207792207793,90,-17.4
542,-11.5,0.7792207792207793,81,-17.3
543,-11.4,0.7922077922077921,71,-17.3
544,-12.1,0.8311688311688312,74,-17.9
545,-12.7,0.8701298701298701,77,-18.6
546,-13.4,0.9090909090909092,80,-19.2
547,-14.2,0.922077922077922,87,-19.8
548,-15.1,0.948051948051948,93,-20.4
549,-15.9,0.9610389610389609,100,-21.0
550,-16.3,0.974025974025974,100,-20.9
551,-16.7,0.974025974025974,100,-20.8
552,-17.1,0.9870129870129869,100,-20.7
553,-17.0,0.9870129870129869,100,-19.4
554,-17.0,1.0,100,-18.2
555,-16.9,1.0,100,-16.9
556,-17.2,0.9870129870129869,100,-18.9
557,-17.5,0.974025974025974,100,-20.8
558,-17.8,0.974025974025974,99,-22.8
559,-17.5,0.9350649350649352,88,-20.8
560,-17.2,0.9090909090909092,76,-18.9
561,-16.9,0.8701298701298701,64,-16.9
562,-15.0,0.7792207792207793,67,-15.0
563,-13.1,0.6753246753246753,70,-13.1
564,-11.2,0.5714285714285714,73,-11.2
565,-10.4,0.5454545454545454,75,-13.0
566,-9.5,0.5064935064935066,76,-14.7
567,-8.7,0.4805194805194805,78,-16.5
568,-9.8,0.5324675324675325,80,-17.0
569,-10.8,0.5844155844155845,82,-17.6
570,-11.9,0.6363636363636365,84,-18.1
571,-13.5,0.6623376623376624,59,-20.9
572,-15.2,0.6883116883116884,35,-23.8
573,-16.8,0.7012987012987013,10,-26.6
574,-16.8,0.7142857142857142,13,-26.7
575,-16.7,0.7142857142857142,16,-26.7
576,-16.7,0.7142857142857142,19,-26.8
577,-15.8,0.7012987012987013,15,-25.6
578,-15.0,0.6883116883116884,12,-24.5
579,-14.1,0.6753246753246753,9,-23.3
580,-14.3,0.6753246753246753,9,-23.5
581,-14.6,0.6753246753246753,9,-23.8
582,-14.8,0.6753246753246753,9,-24.0
583,-14.9,0.6623376623376624,9,-24.0
584,-15.1,0.6493506493506493,9,-23.9
585,-15.2,0.6363636363636365,9,-23.9
586,-12.2,0.5454545454545454,7,-20.0
587,-9.1,0.44155844155844154,5,-16.0
588,-6.1,0.3506493506493506,4,-12.1
589,-5.8,0.3636363636363636,5,-11.8
590,-5.6,0.3766233766233766,6,-11.5
591,-5.3,0.3896103896103896,7,-11.2
592,-5.9,0.45454545454545453,7,-11.9
593,-6.5,0.5194805194805194,6,-12.7
594,-7.1,0.5844155844155845,6,-13.4
595,-8.4,0.5974025974025974,6,-15.2
596,-9.7,0.5974025974025974,6,-16.9
597,-11.0,0.5974025974025974,6,-18.7
598,-11.6,0.6233766233766234,7,-19.4
599,-12.2,0.6493506493506493,8,-20.2
600,-12.8,0.6753246753246753,8,-20.9
601,-12.7,0.7142857142857142,11,-20.9
602,-12.5,0.7402597402597402,13,-20.9
603,-12.4,0.7792207792207793,16,-20.9
604,-12.4,0.7662337662337662,15,-20.9
605,-12.4,0.7402597402597402,13,-21.0
606,-12.4,0.7272727272727273,12,-21.0
607,-11.8,0.6623376623376624,10,-20.2
608,-11.3,0.6103896103896105,7,-19.4
609,-10.7,0.5584415584415585,5,-18.6
610,-7.0,0.4675324675324675,3,-13.5
611,-3.4,0.3896103896103896,2,-8.3
612,0.3,0.31168831168831174,0,-3.2
613,1.2,0.31168831168831174,0,-2.1
614,2.0,0.32467532467532473,0,-1.0
615,2.9,0.32467532467532473,0,0.1
616,1.2,0.45454545454545453,3,-2.0
617,-0.4,0.5714285714285714,6,-4.2
618,-2.1,0.6883116883116884,9,-6.3
619,-3.7,0.6753246753246753,9,-8.7
