,Visib_miles,Humidity,Cloud,Feels_like_c,wind_north_direction,snow_or_not
236,1.28,5.0,0.7662337662337662,37,no,chance_of_snow
237,1.28,6.0,0.7922077922077921,13,no,no_snow
238,1.28,6.0,0.7662337662337662,11,no,no_snow
239,1.28,6.0,0.7402597402597402,9,no,no_snow
240,0.0,6.0,0.7142857142857142,7,no,no_snow
241,0.0,6.0,0.7012987012987013,7,no,no_snow
242,0.0,6.0,0.6883116883116884,6,no,no_snow
243,0.0,6.0,0.6753246753246753,6,no,no_snow
244,0.0,6.0,0.6753246753246753,4,no,no_snow
245,0.0,6.0,0.6623376623376624,2,no,no_snow
246,0.0,6.0,0.6623376623376624,0,no,no_snow
247,0.0,6.0,0.6493506493506493,33,no,no_snow
248,0.0,6.0,0.6233766233766234,66,no,no_snow
249,0.0,6.0,0.6103896103896105,100,no,no_snow
250,0.0,6.0,0.5324675324675325,68,no,no_snow
251,0.0,6.0,0.4675324675324675,36,no,no_snow
252,0.0,6.0,0.3896103896103896,5,no,no_snow
253,0.0,6.0,0.3766233766233766,7,no,no_snow
254,0.0,6.0,0.3636363636363636,9,no,no_snow
255,0.0,6.0,0.3506493506493506,11,no,no_snow
256,0.0,6.0,0.42857142857142855,9,no,no_snow
257,0.0,6.0,0.5064935064935066,7,no,no_snow
258,0.0,6.0,0.5844155844155845,4,no,no_snow
259,0.0,6.0,0.5974025974025974,4,no,no_snow
260,0.0,6.0,0.6233766233766234,3,no,no_snow
261,0.0,6.0,0.6363636363636365,3,no,no_snow
262,0.0,6.0,0.6363636363636365,3,no,no_snow
263,0.0,6.0,0.6493506493506493,3,no,no_snow
264,0.0,6.0,0.6493506493506493,4,no,no_snow
265,0.0,6.0,0.6363636363636365,3,no,no_snow
266,0.0,6.0,0.6233766233766234,3,no,no_snow
267,0.0,6.0,0.6103896103896105,3,no,no_snow
268,0.0,6.0,0.6103896103896105,2,no,no_snow
269,0.0,6.0,0.6103896103896105,2,no,no_snow
270,0.0,6.0,0.6103896103896105,2,no,no_snow
271,0.0,6.0,0.5844155844155845,1,no,no_snow
272,0.0,6.0,0.5714285714285714,1,no,no_snow
273,0.0,6.0,0.5454545454545454,0,no,no_snow
274,0.0,6.0,0.5064935064935066,0,no,no_snow
275,0.0,6.0,0.45454545454545453,0,no,no_snow
276,0.0,6.0,0.40259740259740256,0,no,no_snow
277,0.0,6.0,0.3896103896103896,0,no,no_snow
278,0.0,6.0,0.3896103896103896,1,no,no_snow
279,0.0,6.0,0.3766233766233766,1,no,no_snow
280,0.0,6.0,0.42857142857142855,2,no,no_snow
281,0.0,6.0,0.4805194805194805,2,no,no_snow
282,0.0,6.0,0.5324675324675325,2,no,no_snow
283,0.0,6.0,0.5324675324675325,2,no,no_snow
284,0.0,6.0,0.5324675324675325,2,no,no_snow
285,0.0,6.0,0.5324675324675325,2,no,no_snow
286,0.0,6.0,0.5454545454545454,3,no,no_snow
287,0.0,6.0,0.5584415584415585,5,no,no_snow
288,0.0,6.0,0.5714285714285714,7,no,no_snow
289,0.0,6.0,0.5584415584415585,6,no,no_snow
290,0.0,6.0,0.5584415584415585,6,no,no_snow
291,0.0,6.0,0.5454545454545454,6,no,no_snow
292,0.0,6.0,0.5324675324675325,11,no,no_snow
293,0.0,6.0,0.5194805194805194,17,no,no_snow
294,0.0,6.0,0.5064935064935066,22,no,no_snow
295,0.0,6.0,0.4805194805194805,31,no,no_snow
296,0.0,6.0,0.4675324675324675,41,no,no_snow
297,0.0,6.0,0.45454545454545453,51,no,no_snow
298,0.0,6.0,0.44155844155844154,42,no,no_snow
299,0.0,6.0,0.44155844155844154,33,yes,no_snow
300,0.0,6.0,0.44155844155844154,24,yes,no_snow
301,0.0,6.0,0.3766233766233766,21,no,no_snow
302,0.0,6.0,0.32467532467532473,18,no,no_snow
303,0.0,6.0,0.27272727272727276,15,yes,no_snow
304,0.0,6.0,0.3766233766233766,42,no,no_snow
305,0.0,6.0,0.4675324675324675,69,no,no_snow
306,0.0,6.0,0.5714285714285714,97,yes,no_snow
307,0.0,6.0,0.5584415584415585,89,no,no_snow
308,0.0,6.0,0.5454545454545454,82,no,no_snow
309,0.0,6.0,0.5454545454545454,74,no,no_snow
310,0.0,6.0,0.5454545454545454,54,no,no_snow
311,0.0,6.0,0.5584415584415585,35,no,no_snow
312,0.77,6.0,0.5714285714285714,15,no,no_snow
313,0.77,6.0,0.5584415584415585,12,no,no_snow
314,0.77,5.0,0.5324675324675325,9,no,no_snow
315,0.77,5.0,0.5194805194805194,6,no,no_snow
316,0.77,5.0,0.5064935064935066,7,no,no_snow
317,0.77,6.0,0.5064935064935066,8,no,no_snow
318,0.77,6.0,0.4935064935064935,9,no,no_snow
319,0.77,6.0,0.5194805194805194,17,no,no_snow
320,0.77,6.0,0.5324675324675325,25,no,no_snow
321,0.77,6.0,0.5584415584415585,33,yes,no_snow
322,0.77,6.0,0.6233766233766234,33,yes,no_snow
323,0.77,6.0,0.6883116883116884,34,no,no_snow
324,0.77,6.0,0.7532467532467533,34,no,no_snow
325,0.77,5.0,0.7272727272727273,41,no,no_snow
326,0.77,4.0,0.6883116883116884,47,no,no_snow
327,0.77,3.0,0.6623376623376624,53,no,no_snow
328,0.77,4.0,0.7012987012987013,64,no,no_snow
329,0.77,5.0,0.7272727272727273,75,no,no_snow
330,0.77,6.0,0.7532467532467533,86,no,no_snow
331,0.77,5.0,0.7922077922077921,84,no,chance_of_snow
332,0.77,4.0,0.8181818181818181,82,no,chance_of_snow
333,0.77,3.0,0.8441558441558441,80,no,chance_of_snow
334,0.77,3.0,0.8441558441558441,82,no,chance_of_snow
335,0.77,3.0,0.8571428571428572,84,no,chance_of_snow
336,0.0,6.0,0.6103896103896105,21,no,no_snow
337,0.0,6.0,0.6103896103896105,18,no,no_snow
338,0.0,6.0,0.5844155844155845,14,no,no_snow
339,0.0,6.0,0.4675324675324675,1,no,no_snow
340,0.0,6.0,0.4935064935064935,3,no,no_snow
341,0.0,6.0,0.5194805194805194,5,no,no_snow
342,0.0,6.0,0.5454545454545454,5,no,no_snow
343,0.0,6.0,0.5844155844155845,5,no,no_snow
344,0.0,6.0,0.5974025974025974,5,no,no_snow
345,0.0,6.0,0.5974025974025974,4,no,no_snow
346,0.0,6.0,0.5194805194805194,1,no,no_snow
347,0.0,6.0,0.44155844155844154,1,no,no_snow
348,0.0,6.0,0.3896103896103896,0,no,no_snow
349,0.0,6.0,0.3506493506493506,0,no,no_snow
350,0.0,6.0,0.32467532467532473,0,no,no_snow
351,0.0,6.0,0.31168831168831174,0,no,no_snow
352,0.0,6.0,0.31168831168831174,0,no,no_snow
353,0.0,6.0,0.3636363636363636,3,no,no_snow
354,0.0,6.0,0.44155844155844154,0,no,no_snow
355,0.0,6.0,0.5324675324675325,2,no,no_snow
356,0.0,6.0,0.5714285714285714,3,no,no_snow
357,0.0,6.0,0.5714285714285714,4,no,no_snow
358,0.0,6.0,0.5454545454545454,5,no,no_snow
359,0.0,6.0,0.4805194805194805,5,no,no_snow
360,0.0,6.0,0.42857142857142855,6,no,no_snow
361,0.0,6.0,0.40259740259740256,6,no,no_snow
362,0.0,6.0,0.3506493506493506,6,no,no_snow
363,0.0,6.0,0.32467532467532473,5,no,no_snow
364,0.0,6.0,0.31168831168831174,3,no,no_snow
365,0.0,6.0,0.25974025974025977,2,no,no_snow
366,0.0,6.0,0.2207792207792208,1,no,no_snow
367,0.0,6.0,0.16883116883116883,1,no,no_snow
368,0.0,6.0,0.14285714285714285,1,no,no_snow
369,0.0,6.0,0.14285714285714285,0,no,no_snow
370,0.0,6.0,0.14285714285714285,0,no,no_snow
371,0.0,6.0,0.10389610389610388,0,no,no_snow
372,0.0,6.0,0.07792207792207789,1,no,no_snow
373,0.0,6.0,0.25974025974025977,0,no,no_snow
374,0.0,6.0,0.25974025974025977,0,no,no_snow
375,0.0,6.0,0.09090909090909088,1,no,no_snow
376,0.0,6.0,0.44155844155844154,4,no,no_snow
377,0.0,6.0,0.5194805194805194,8,no,no_snow
378,0.0,6.0,0.16883116883116883,3,no,no_snow
379,0.0,6.0,0.5454545454545454,5,no,no_snow
380,0.0,6.0,0.5584415584415585,7,no,no_snow
381,0.0,6.0,0.14285714285714285,100,no,no_snow
382,0.0,6.0,0.5584415584415585,9,no,no_snow
383,0.0,6.0,0.5844155844155845,7,no,no_snow
384,0.0,6.0,0.14285714285714285,99,no,no_snow
385,0.0,6.0,0.4935064935064935,7,no,no_snow
386,0.0,6.0,0.41558441558441556,3,no,no_snow
387,0.0,6.0,0.15584415584415584,61,no,no_snow
388,0.0,6.0,0.4675324675324675,5,no,no_snow
389,0.0,6.0,0.5584415584415585,5,no,no_snow
390,0.0,6.0,0.31168831168831174,89,no,no_snow
391,0.0,6.0,0.5324675324675325,5,no,no_snow
392,0.0,6.0,0.5454545454545454,5,no,no_snow
393,0.0,6.0,0.4805194805194805,50,no,no_snow
394,0.0,6.0,0.4935064935064935,4,no,no_snow
395,0.0,6.0,0.41558441558441556,3,no,no_snow
396,0.0,6.0,0.45454545454545453,5,no,no_snow
397,0.0,6.0,0.3896103896103896,4,no,no_snow
398,0.0,6.0,0.40259740259740256,4,no,no_snow
399,0.0,6.0,0.40259740259740256,8,no,no_snow
400,0.0,6.0,0.40259740259740256,3,no,no_snow
401,0.0,6.0,0.44155844155844154,3,no,no_snow
402,0.0,6.0,0.5584415584415585,8,no,no_snow
403,0.0,6.0,0.45454545454545453,3,no,no_snow
404,0.0,6.0,0.41558441558441556,3,no,no_snow
405,0.0,6.0,0.41558441558441556,2,no,no_snow
406,0.0,6.0,0.41558441558441556,3,no,no_snow
407,0.0,6.0,0.42857142857142855,3,no,no_snow
408,0.0,6.0,0.2337662337662338,2,no,no_snow
409,0.0,6.0,0.42857142857142855,3,no,no_snow
410,0.0,6.0,0.40259740259740256,3,no,no_snow
411,0.0,6.0,0.16883116883116883,37,no,no_snow
412,0.0,6.0,0.3506493506493506,32,no,no_snow
413,0.0,6.0,0.32467532467532473,97,no,no_snow
414,0.0,6.0,0.10389610389610388,12,no,no_snow
415,0.0,6.0,0.32467532467532473,13,no,no_snow
416,0.0,6.0,0.3376623376623376,14,no,no_snow
417,0.0,6.0,0.0,4,no,no_snow
418,0.0,6.0,0.2207792207792208,1,no,no_snow
419,0.0,6.0,0.2207792207792208,0,no,no_snow
420,0.0,6.0,0.05194805194805191,1,no,no_snow
421,0.0,6.0,0.24675324675324678,0,no,no_snow
422,0.0,6.0,0.2337662337662338,0,no,no_snow
423,0.0,6.0,0.25974025974025977,3,no,no_snow
424,0.0,6.0,0.31168831168831174,3,no,no_snow
425,0.0,6.0,0.41558441558441556,2,no,no_snow
426,0.0,6.0,0.6103896103896105,6,no,no_snow
427,0.0,6.0,0.6623376623376624,8,no,no_snow
428,0.0,6.0,0.6233766233766234,7,no,no_snow
429,0.0,6.0,0.5974025974025974,6,no,no_snow
430,0.0,6.0,0.4675324675324675,4,no,no_snow
431,0.0,6.0,0.41558441558441556,3,no,no_snow
432,1.7,6.0,0.3896103896103896,2,no,no_snow
433,1.7,6.0,0.44155844155844154,11,no,no_snow
434,1.7,6.0,0.5454545454545454,26,no,no_snow
435,1.7,4.0,0.7012987012987013,77,no,chance_of_snow
436,1.7,4.0,0.7662337662337662,75,no,chance_of_snow
437,1.7,1.0,0.8181818181818181,97,no,chance_of_snow
438,1.7,3.0,0.6103896103896105,84,no,chance_of_snow
439,1.7,5.0,0.6103896103896105,76,no,chance_of_snow
440,1.7,6.0,0.6103896103896105,7,no,no_snow
441,1.7,4.0,0.6623376623376624,84,no,chance_of_snow
442,1.7,5.0,0.5324675324675325,7,no,no_snow
443,1.7,5.0,0.40259740259740256,5,no,no_snow
444,1.7,4.0,0.3766233766233766,75,no,chance_of_snow
445,1.7,5.0,0.3506493506493506,9,no,no_snow
446,1.7,6.0,0.3636363636363636,7,no,no_snow
447,1.7,5.0,0.3766233766233766,6,no,no_snow
448,1.7,6.0,0.41558441558441556,4,no,no_snow
449,1.7,6.0,0.44155844155844154,5,no,no_snow
450,1.7,5.0,0.5064935064935066,5,no,no_snow
451,1.7,6.0,0.5324675324675325,5,no,no_snow
452,1.7,6.0,0.5454545454545454,5,no,no_snow
453,1.7,6.0,0.6233766233766234,22,no,no_snow
454,1.7,6.0,0.6493506493506493,10,no,no_snow
455,1.7,6.0,0.6753246753246753,10,no,no_snow
456,0.0,6.0,0.6883116883116884,12,no,no_snow
457,0.0,6.0,0.6753246753246753,11,no,no_snow
458,0.0,6.0,0.6623376623376624,10,no,no_snow
459,0.0,6.0,0.6493506493506493,9,no,no_snow
460,0.0,6.0,0.6623376623376624,10,no,no_snow
461,0.0,6.0,0.6883116883116884,11,no,no_snow
462,0.0,6.0,0.7012987012987013,12,no,no_snow
463,0.0,6.0,0.6623376623376624,11,no,no_snow
464,0.0,6.0,0.6233766233766234,9,no,no_snow
465,0.0,6.0,0.5844155844155845,7,no,no_snow
466,0.0,6.0,0.44155844155844154,5,no,no_snow
467,0.0,6.0,0.31168831168831174,2,no,no_snow
468,0.0,6.0,0.18181818181818182,0,no,no_snow
469,0.0,6.0,0.15584415584415584,0,no,no_snow
470,0.0,6.0,0.14285714285714285,0,no,no_snow
471,0.0,6.0,0.11688311688311687,0,no,no_snow
472,0.0,6.0,0.2207792207792208,1,no,no_snow
473,0.0,6.0,0.32467532467532473,2,no,no_snow
474,0.0,6.0,0.42857142857142855,3,no,no_snow
475,0.0,6.0,0.45454545454545453,3,no,no_snow
476,0.0,6.0,0.4935064935064935,4,no,no_snow
477,0.0,6.0,0.5194805194805194,5,no,no_snow
478,0.0,6.0,0.4935064935064935,4,no,no_snow
479,0.0,6.0,0.4675324675324675,4,no,no_snow
480,0.0,6.0,0.44155844155844154,3,no,no_snow
481,0.0,6.0,0.42857142857142855,3,no,no_snow
482,0.0,6.0,0.42857142857142855,3,no,no_snow
483,0.0,6.0,0.41558441558441556,3,no,no_snow
484,0.0,6.0,0.41558441558441556,3,no,no_snow
485,0.0,6.0,0.41558441558441556,3,no,no_snow
486,0.0,6.0,0.41558441558441556,3,no,no_snow
487,0.0,6.0,0.3896103896103896,2,no,no_snow
