,Visib_miles,Cloud,Feels_like_c,snow_or_not
59,0.0,0.4935064935064935,0,no_snow
60,0.0,0.948051948051948,100,no_snow
61,0.09,0.9350649350649352,57,no_snow
62,0.09,0.8051948051948052,100,no_snow
63,0.0,0.6883116883116884,100,no_snow
64,0.0,0.6753246753246753,17,no_snow
65,0.77,0.3376623376623376,10,no_snow
66,2.21,0.7662337662337662,15,no_snow
67,0.0,0.6233766233766234,9,no_snow
68,0.0,0.5194805194805194,1,no_snow
69,0.0,0.1428571428571428,0,no_snow
70,3.91,0.8961038961038961,31,no_snow
71,2.04,0.5064935064935066,42,no_snow
72,0.26,0.948051948051948,65,no_snow
73,0.09,0.6103896103896105,65,no_snow
74,1.11,0.974025974025974,100,no_snow
75,0.09,0.5844155844155845,100,no_snow
76,0.0,0.5584415584415585,6,no_snow
77,0.0,0.5194805194805194,5,no_snow
78,0.09,0.922077922077922,74,no_snow
79,1.36,0.7532467532467533,95,no_snow
80,0.0,0.8701298701298701,100,no_snow
81,2.04,0.5194805194805194,46,no_snow
82,0.0,0.7272727272727273,69,no_snow
83,1.11,0.9090909090909092,92,no_snow
84,0.0,0.1688311688311688,0,no_snow
85,0.0,0.7922077922077921,92,no_snow
86,1.79,0.6103896103896105,90,no_snow
87,0.0,0.1428571428571428,0,no_snow
88,1.36,0.7142857142857142,96,no_snow
89,0.43,0.5064935064935066,96,no_snow
90,0.0,0.4285714285714285,51,no_snow
91,0.09,0.8831168831168832,76,no_snow
92,0.0,0.1168831168831168,0,no_snow
93,0.0,0.3246753246753247,0,no_snow
94,0.0,0.6363636363636365,4,no_snow
95,3.91,0.6623376623376624,81,no_snow
96,0.77,0.9610389610389608,100,no_snow
97,0.0,0.5584415584415585,5,no_snow
98,0.0,0.5844155844155845,97,no_snow
99,0.0,0.2207792207792208,0,no_snow
100,0.0,0.1688311688311688,11,no_snow
101,0.0,0.4155844155844155,57,no_snow
102,0.43,0.8441558441558441,100,no_snow
103,0.68,0.1298701298701298,0,no_snow
104,1.28,0.6493506493506493,83,no_snow
105,0.0,0.3506493506493506,57,no_snow
106,0.0,0.6363636363636365,3,no_snow
107,0.0,0.1298701298701298,1,no_snow
108,0.0,0.4675324675324675,3,no_snow
109,1.36,0.9610389610389608,100,no_snow
110,0.77,0.5584415584415585,12,no_snow
111,0.0,0.5584415584415585,69,no_snow
112,3.06,0.5844155844155845,100,no_snow
113,0.0,0.7012987012987013,59,no_snow
114,0.0,0.6623376623376624,100,no_snow
115,0.85,0.4935064935064935,69,no_snow
116,0.09,0.8701298701298701,88,no_snow
117,0.0,0.3246753246753247,2,no_snow
118,0.0,0.4935064935064935,72,no_snow
119,0.0,0.8571428571428572,94,no_snow
120,4.59,0.7792207792207793,18,no_snow
121,7.57,0.6883116883116884,83,no_snow
122,0.0,0.5844155844155845,100,no_snow
123,0.0,0.6623376623376624,11,no_snow
124,0.0,0.1818181818181818,0,no_snow
125,0.68,0.1558441558441558,6,no_snow
126,0.0,0.3896103896103896,1,no_snow
127,0.0,0.5064935064935066,100,no_snow
128,0.0,0.4025974025974025,100,no_snow
129,3.06,0.5974025974025974,51,no_snow
130,0.0,0.6883116883116884,100,no_snow
131,1.36,0.922077922077922,100,no_snow
132,0.0,0.4155844155844155,40,no_snow
133,0.0,0.3766233766233766,1,no_snow
134,0.0,0.3636363636363636,1,no_snow
135,2.3,0.974025974025974,92,no_snow
136,0.94,0.6493506493506493,100,no_snow
137,0.09,0.6363636363636365,97,no_snow
138,0.51,0.6493506493506493,39,no_snow
139,0.77,0.7272727272727273,75,no_snow
140,0.0,0.6753246753246753,53,no_snow
141,0.17,0.5324675324675325,82,no_snow
142,3.91,0.8701298701298701,16,no_snow
143,0.0,0.6883116883116884,39,no_snow
144,0.17,0.5454545454545454,68,no_snow
145,1.79,0.8831168831168832,49,no_snow
146,0.0,0.4675324675324675,4,no_snow
147,7.57,0.8701298701298701,74,no_snow
148,0.0,0.1948051948051948,0,no_snow
149,0.0,0.5194805194805194,6,no_snow
150,0.0,0.4935064935064935,84,no_snow
151,7.57,0.8831168831168832,100,no_snow
152,0.0,0.1948051948051948,0,no_snow
153,0.0,0.2987012987012987,0,no_snow
154,1.11,0.8701298701298701,8,no_snow
155,0.0,0.0389610389610389,0,no_snow
156,2.3,0.922077922077922,100,no_snow
157,0.51,0.5584415584415585,7,no_snow
158,0.0,0.948051948051948,85,no_snow
159,0.0,0.5974025974025974,96,no_snow
160,1.7,0.4935064935064935,5,no_snow
161,1.28,0.5714285714285714,49,no_snow
162,0.0,0.6883116883116884,100,no_snow
163,0.0,0.6753246753246753,5,no_snow
164,4.25,0.974025974025974,100,no_snow
165,0.0,0.3766233766233766,21,no_snow
166,0.0,0.5064935064935066,51,no_snow
167,0.0,0.5974025974025974,100,no_snow
168,0.77,0.8831168831168832,100,no_snow
169,0.0,0.5584415584415585,7,no_snow
170,0.0,0.6493506493506493,100,no_snow
171,0.0,0.6623376623376624,100,no_snow
172,0.17,0.5064935064935066,81,no_snow
173,0.0,0.6883116883116884,51,no_snow
174,0.0,0.3636363636363636,7,no_snow
175,0.0,0.6883116883116884,7,no_snow
176,1.11,0.6233766233766234,62,no_snow
177,0.0,0.4935064935064935,52,no_snow
178,0.09,0.6233766233766234,1,no_snow
179,0.0,0.6623376623376624,0,no_snow
180,0.0,0.5064935064935066,29,no_snow
181,2.21,0.9870129870129868,100,no_snow
182,0.0,0.2207792207792208,0,no_snow
183,0.0,0.6233766233766234,5,no_snow
184,1.87,0.5584415584415585,78,no_snow
185,0.17,0.922077922077922,82,no_snow
186,0.0,0.6103896103896105,34,no_snow
187,0.0,0.8181818181818181,47,no_snow
188,3.23,0.7792207792207793,99,no_snow
189,0.0,0.8181818181818181,40,no_snow
190,0.0,0.2857142857142857,26,no_snow
191,4.0,0.6233766233766234,14,no_snow
192,0.0,0.3636363636363636,3,no_snow
193,0.0,0.8701298701298701,24,no_snow
194,0.17,0.5844155844155845,84,no_snow
195,4.59,0.922077922077922,100,no_snow
196,0.68,0.7532467532467533,70,no_snow
197,3.91,0.922077922077922,100,no_snow
198,0.0,0.3506493506493506,100,no_snow
199,0.0,0.6753246753246753,37,no_snow
200,0.0,0.8961038961038961,90,no_snow
201,1.7,0.4415584415584415,5,no_snow
202,0.0,0.7012987012987013,96,no_snow
203,1.96,0.9350649350649352,100,no_snow
204,1.36,0.7402597402597402,83,no_snow
205,0.09,0.1818181818181818,0,no_snow
206,0.0,0.7142857142857142,100,no_snow
207,0.0,0.7532467532467533,100,no_snow
208,0.0,0.974025974025974,100,no_snow
209,1.79,0.7012987012987013,100,no_snow
210,0.26,0.9090909090909092,100,no_snow
211,0.0,0.6493506493506493,92,no_snow
212,0.0,0.9350649350649352,100,no_snow
213,1.11,0.6103896103896105,76,no_snow
214,0.0,0.2727272727272727,0,no_snow
215,0.0,0.8441558441558441,70,no_snow
216,0.6,0.2597402597402597,9,no_snow
217,0.0,0.1038961038961038,21,no_snow
218,0.0,0.3506493506493506,0,no_snow
219,0.0,0.5844155844155845,6,no_snow
220,0.0,0.1428571428571428,15,no_snow
221,0.77,0.922077922077922,91,no_snow
222,0.0,0.4415584415584415,4,no_snow
223,0.0,0.6363636363636365,8,no_snow
224,0.0,0.8441558441558441,100,no_snow
225,0.77,0.5324675324675325,25,no_snow
226,1.79,0.6883116883116884,99,no_snow
227,0.0,0.4415584415584415,0,no_snow
228,0.09,0.8701298701298701,51,no_snow
229,0.0,0.5844155844155845,32,no_snow
230,0.09,0.7532467532467533,100,no_snow
231,0.0,0.9610389610389608,87,no_snow
232,1.11,0.8311688311688312,87,no_snow
233,2.21,0.5064935064935066,45,no_snow
234,0.0,0.2857142857142857,9,no_snow
235,0.0,0.9610389610389608,100,no_snow
236,0.0,0.5064935064935066,4,no_snow
237,0.0,0.3636363636363636,34,no_snow
238,0.09,0.9350649350649352,75,no_snow
239,0.0,0.5194805194805194,8,no_snow
240,0.0,0.7012987012987013,64,no_snow
241,0.0,0.6233766233766234,100,no_snow
242,0.0,0.5844155844155845,75,no_snow
243,0.0,0.4285714285714285,99,no_snow
244,0.0,0.5324675324675325,86,no_snow
245,0.0,0.6883116883116884,100,no_snow
246,1.7,0.9610389610389608,71,no_snow
247,0.0,0.5194805194805194,65,no_snow
248,0.0,0.2337662337662338,0,no_snow
249,0.0,0.5454545454545454,43,no_snow
250,0.0,0.4155844155844155,3,no_snow
251,0.0,0.8181818181818181,27,no_snow
252,1.79,0.7662337662337662,100,no_snow
253,0.0,0.2857142857142857,67,no_snow
254,0.0,0.9350649350649352,51,no_snow
255,0.43,0.7792207792207793,48,no_snow
256,0.09,0.9090909090909092,91,no_snow
257,0.0,0.5454545454545454,80,no_snow
258,0.0,0.6233766233766234,27,no_snow
259,0.0,0.6883116883116884,12,no_snow
260,0.51,0.5194805194805194,8,no_snow
261,0.6,0.5844155844155845,7,no_snow
262,2.04,0.8831168831168832,98,no_snow
263,0.0,0.2207792207792208,1,no_snow
264,1.62,0.9350649350649352,57,no_snow
265,3.91,0.922077922077922,100,no_snow
266,0.0,0.5324675324675325,100,no_snow
267,1.53,0.974025974025974,100,no_snow
268,0.0,0.2857142857142857,2,no_snow
269,0.0,0.5064935064935066,99,no_snow
270,0.0,0.6103896103896105,5,no_snow
271,0.0,0.9090909090909092,92,no_snow
272,0.0,0.9350649350649352,24,no_snow
273,0.0,0.8571428571428572,57,no_snow
274,0.0,0.6103896103896105,100,no_snow
275,0.0,0.8441558441558441,39,no_snow
276,0.0,0.4025974025974025,3,no_snow
277,0.0,0.6233766233766234,5,no_snow
278,0.0,0.3246753246753247,97,no_snow
279,0.0,0.3636363636363636,0,no_snow
280,0.0,0.3766233766233766,7,no_snow
281,4.51,0.8701298701298701,35,no_snow
282,0.09,0.4155844155844155,15,no_snow
283,0.0,0.2857142857142857,0,no_snow
284,0.09,0.4025974025974025,45,no_snow
285,0.43,0.922077922077922,100,no_snow
286,0.0,0.5974025974025974,17,no_snow
287,0.0,0.1558441558441558,1,no_snow
288,0.09,0.8961038961038961,81,no_snow
289,7.57,0.6883116883116884,86,no_snow
290,0.0,0.6883116883116884,6,no_snow
291,0.0,0.6233766233766234,100,no_snow
292,0.0,0.6623376623376624,92,no_snow
293,0.0,0.7662337662337662,81,no_snow
294,0.17,0.9090909090909092,78,no_snow
295,0.0,0.5974025974025974,5,no_snow
296,0.0,0.2987012987012987,6,no_snow
297,0.0,0.7792207792207793,85,no_snow
298,0.77,0.3376623376623376,10,no_snow
299,0.09,0.9090909090909092,97,no_snow
300,0.09,0.8051948051948052,100,no_snow
301,1.02,0.9610389610389608,100,no_snow
302,0.0,0.7402597402597402,100,no_snow
303,0.0,0.5844155844155845,2,no_snow
304,0.0,0.2337662337662338,1,no_snow
305,0.09,0.6623376623376624,50,no_snow
306,0.17,0.5584415584415585,100,no_snow
307,0.0,0.6753246753246753,4,no_snow
308,0.0,0.4675324675324675,1,no_snow
309,0.0,0.7272727272727273,86,no_snow
310,0.26,0.8571428571428572,100,no_snow
311,0.77,0.8701298701298701,20,no_snow
312,0.0,0.4545454545454545,3,no_snow
313,3.23,0.7662337662337662,100,no_snow
314,2.21,0.8831168831168832,62,no_snow
315,0.09,0.8441558441558441,100,no_snow
316,0.0,0.7402597402597402,78,no_snow
317,1.79,0.6363636363636365,93,no_snow
318,2.89,0.8701298701298701,72,no_snow
319,0.0,0.2727272727272727,0,no_snow
320,0.09,0.5324675324675325,5,no_snow
321,0.0,0.7012987012987013,100,no_snow
322,0.0,0.1298701298701298,20,no_snow
323,0.0,0.5714285714285714,100,no_snow
324,0.0,0.9090909090909092,100,no_snow
325,0.0,0.4935064935064935,4,no_snow
326,0.68,0.922077922077922,92,no_snow
327,0.0,0.7402597402597402,83,no_snow
328,0.0,0.5844155844155845,97,no_snow
329,0.0,0.6623376623376624,0,no_snow
330,0.0,0.2597402597402597,19,no_snow
331,0.0,0.4155844155844155,3,no_snow
332,0.0,0.3246753246753247,0,no_snow
333,0.77,0.7662337662337662,82,no_snow
334,0.17,0.5454545454545454,28,no_snow
335,0.0,0.6753246753246753,100,no_snow
336,0.43,0.974025974025974,89,no_snow
337,0.0,0.3246753246753247,0,no_snow
338,1.96,0.948051948051948,100,no_snow
339,0.0,0.7532467532467533,39,no_snow
340,1.11,0.6493506493506493,88,no_snow
341,1.7,0.2597402597402597,3,no_snow
342,1.02,1.0,100,no_snow
343,3.91,0.8961038961038961,82,no_snow
344,1.87,0.6103896103896105,83,no_snow
345,0.68,0.5324675324675325,36,no_snow
346,0.0,0.1298701298701298,0,no_snow
347,1.53,0.8701298701298701,100,no_snow
348,0.43,0.5584415584415585,98,no_snow
349,0.0,0.9090909090909092,59,no_snow
350,0.0,0.9610389610389608,30,no_snow
351,0.0,0.6363636363636365,100,no_snow
352,0.0,0.5584415584415585,89,no_snow
353,0.0,0.5584415584415585,86,no_snow
354,1.11,0.5974025974025974,65,no_snow
355,0.0,0.8961038961038961,100,no_snow
356,0.0,0.5454545454545454,100,no_snow
357,0.0,0.6753246753246753,87,no_snow
358,0.68,0.948051948051948,100,no_snow
359,0.0,0.5714285714285714,81,no_snow
360,0.0,0.5714285714285714,7,no_snow
361,4.0,0.5584415584415585,14,no_snow
362,0.0,0.8961038961038961,68,no_snow
363,1.7,0.6753246753246753,10,no_snow
364,0.0,0.5194805194805194,100,no_snow
365,0.68,1.0,100,no_snow
366,1.11,0.5064935064935066,100,no_snow
367,0.0,0.2987012987012987,1,no_snow
368,0.43,0.9870129870129868,85,no_snow
369,0.68,0.1948051948051948,19,no_snow
370,0.68,0.5324675324675325,97,no_snow
371,0.0,0.6493506493506493,4,no_snow
372,0.0,0.0259740259740259,32,no_snow
373,0.0,0.4025974025974025,3,no_snow
374,0.0,0.5454545454545454,0,no_snow
375,0.0,0.5974025974025974,97,no_snow
376,0.17,0.5454545454545454,82,no_snow
377,5.36,0.4805194805194805,45,no_snow
378,0.77,0.6753246753246753,10,no_snow
379,0.0,0.4805194805194805,22,no_snow
380,0.0,0.6623376623376624,100,no_snow
381,0.43,0.7792207792207793,92,no_snow
382,0.0,0.5584415584415585,6,no_snow
383,0.85,0.4935064935064935,100,no_snow
384,1.02,0.948051948051948,100,no_snow
385,0.0,0.7142857142857142,99,no_snow
386,0.0,0.4285714285714285,0,no_snow
387,0.43,0.9350649350649352,44,no_snow
388,0.51,0.6753246753246753,66,no_snow
389,0.0,0.8311688311688312,7,no_snow
390,0.0,0.9610389610389608,42,no_snow
391,0.0,0.4675324675324675,28,no_snow
392,0.0,0.6103896103896105,95,no_snow
393,0.51,0.7402597402597402,15,no_snow
394,0.0,0.1558441558441558,61,no_snow
395,4.25,0.8961038961038961,5,no_snow
396,0.0,0.6623376623376624,6,no_snow
397,0.77,0.5064935064935066,7,no_snow
398,0.0,0.4025974025974025,100,no_snow
399,0.0,0.5454545454545454,69,no_snow
400,0.68,0.6233766233766234,72,no_snow
401,0.0,0.1428571428571428,0,no_snow
402,0.26,0.922077922077922,100,no_snow
403,0.0,0.2467532467532467,0,no_snow
404,0.0,0.7142857142857142,11,no_snow
405,1.36,0.4545454545454545,12,no_snow
406,0.0,0.3246753246753247,2,no_snow
407,0.0,0.9350649350649352,93,no_snow
408,1.79,0.7532467532467533,100,no_snow
409,1.62,0.5714285714285714,97,no_snow
410,1.02,0.7272727272727273,63,no_snow
411,0.68,0.5844155844155845,93,no_snow
412,0.0,0.7662337662337662,100,no_snow
413,0.85,0.6493506493506493,95,no_snow
414,0.0,0.5844155844155845,27,no_snow
415,0.0,0.3116883116883117,3,no_snow
416,0.68,0.7792207792207793,19,no_snow
417,0.0,0.7792207792207793,50,no_snow
418,0.0,0.6233766233766234,100,no_snow
419,0.0,0.6883116883116884,49,no_snow
420,0.17,0.5844155844155845,10,no_snow
421,0.0,0.6623376623376624,100,no_snow
422,0.0,0.7662337662337662,100,no_snow
423,0.0,0.8701298701298701,100,no_snow
424,0.26,0.8701298701298701,50,no_snow
425,1.7,0.4285714285714285,3,no_snow
426,2.3,0.8181818181818181,100,no_snow
427,0.0,0.5194805194805194,5,no_snow
428,0.0,0.7402597402597402,65,no_snow
429,0.94,0.5454545454545454,100,no_snow
430,0.0,0.2597402597402597,3,no_snow
431,0.0,0.5324675324675325,6,no_snow
432,0.17,0.9350649350649352,100,no_snow
433,1.28,0.7662337662337662,11,no_snow
434,0.0,0.4545454545454545,51,no_snow
435,0.0,0.5844155844155845,100,no_snow
436,0.0,0.4935064935064935,17,no_snow
437,0.0,0.5844155844155845,64,no_snow
438,4.25,0.9610389610389608,100,no_snow
439,0.09,0.8831168831168832,60,no_snow
440,0.94,0.6233766233766234,100,no_snow
441,0.0,0.4805194805194805,2,no_snow
442,0.0,0.4545454545454545,3,no_snow
443,0.0,0.4285714285714285,3,no_snow
444,0.0,0.5584415584415585,6,no_snow
445,0.6,0.2597402597402597,7,no_snow
446,0.0,0.4415584415584415,6,no_snow
447,0.0,0.4805194805194805,69,no_snow
448,1.7,0.922077922077922,43,no_snow
449,0.0,0.6233766233766234,38,no_snow
450,0.0,0.7922077922077921,77,no_snow
451,2.04,0.948051948051948,100,no_snow
452,0.0,0.7272727272727273,4,no_snow
453,0.0,0.4805194805194805,6,no_snow
454,0.0,0.7142857142857142,19,no_snow
455,2.3,0.922077922077922,100,no_snow
456,0.09,0.7012987012987013,99,no_snow
457,0.0,0.4155844155844155,49,no_snow
458,3.06,0.6363636363636365,71,no_snow
459,0.0,0.1558441558441558,0,no_snow
460,0.09,0.5454545454545454,37,no_snow
461,0.09,0.7142857142857142,10,no_snow
462,0.0,0.3376623376623376,0,no_snow
463,0.09,0.9350649350649352,86,no_snow
464,0.0,0.2857142857142857,77,no_snow
465,0.0,0.5714285714285714,97,no_snow
466,0.0,0.6493506493506493,64,no_snow
467,0.0,0.4415584415584415,3,no_snow
468,0.0,0.4415584415584415,3,no_snow
469,0.0,0.8181818181818181,38,no_snow
470,0.0,0.4415584415584415,46,no_snow
471,2.3,0.974025974025974,100,no_snow
472,1.11,0.8571428571428572,50,no_snow
473,0.68,0.5844155844155845,36,no_snow
474,0.17,0.6493506493506493,94,no_snow
475,0.17,0.8701298701298701,100,no_snow
476,0.77,0.1688311688311688,11,no_snow
477,0.0,0.6883116883116884,100,no_snow
478,1.28,0.5974025974025974,49,no_snow
479,1.11,0.6233766233766234,79,no_snow
480,0.0,0.5714285714285714,79,no_snow
481,0.0,0.8701298701298701,70,no_snow
482,0.68,0.1428571428571428,0,no_snow
483,0.0,0.8181818181818181,100,no_snow
484,0.26,0.9350649350649352,12,no_snow
485,0.0,0.5714285714285714,49,no_snow
486,0.09,0.7532467532467533,100,no_snow
487,0.85,0.4935064935064935,76,no_snow
488,2.21,0.9350649350649352,66,no_snow
489,0.0,0.5714285714285714,74,no_snow
490,0.0,0.6623376623376624,78,no_snow
491,0.0,0.8701298701298701,97,no_snow
492,1.02,0.974025974025974,100,no_snow
493,0.0,0.6493506493506493,6,no_snow
494,0.0,0.7272727272727273,11,no_snow
495,0.0,0.5974025974025974,0,no_snow
496,0.0,0.5064935064935066,35,no_snow
497,0.68,0.2077922077922078,21,no_snow
498,0.43,0.9090909090909092,100,no_snow
499,0.0,0.8441558441558441,92,no_snow
500,0.0,0.4155844155844155,3,no_snow
501,0.0,0.8181818181818181,89,no_snow
502,0.0,0.0649350649350649,18,no_snow
503,0.0,0.6233766233766234,100,no_snow
504,0.0,0.8831168831168832,100,no_snow
505,0.0,0.7402597402597402,76,no_snow
506,0.43,0.9870129870129868,87,no_snow
507,0.0,0.5844155844155845,6,no_snow
508,0.0,0.7532467532467533,100,no_snow
509,0.0,0.3636363636363636,0,no_snow
510,0.0,0.4415584415584415,0,no_snow
511,0.0,0.7532467532467533,100,no_snow
512,0.94,0.6103896103896105,100,no_snow
513,0.0,0.4025974025974025,0,no_snow
514,0.0,0.5454545454545454,100,no_snow
515,0.0,0.6753246753246753,100,no_snow
516,0.0,0.3636363636363636,3,no_snow
517,0.0,0.5454545454545454,5,no_snow
518,0.0,0.4545454545454545,70,no_snow
519,0.0,0.7402597402597402,15,no_snow
520,0.0,0.7142857142857142,100,no_snow
521,0.77,0.974025974025974,100,no_snow
522,0.0,0.8441558441558441,47,no_snow
523,0.0,0.1298701298701298,0,no_snow
524,13.35,0.7402597402597402,60,no_snow
525,0.0,0.8441558441558441,9,no_snow
526,0.0,0.3766233766233766,42,no_snow
527,0.0,0.7272727272727273,100,no_snow
528,0.0,0.3116883116883117,5,no_snow
529,1.02,0.948051948051948,100,no_snow
530,1.53,0.8701298701298701,6,no_snow
531,0.0,0.5844155844155845,1,no_snow
532,0.0,0.4675324675324675,46,no_snow
533,0.0,0.8181818181818181,89,no_snow
534,0.0,0.1818181818181818,4,no_snow
535,1.36,0.4155844155844155,4,no_snow
536,1.79,0.5064935064935066,47,no_snow
537,2.04,0.9350649350649352,100,no_snow
538,0.0,0.6623376623376624,6,no_snow
539,0.77,0.9870129870129868,100,no_snow
540,0.0,0.7792207792207793,52,no_snow
541,3.06,0.5844155844155845,49,no_snow
542,0.0,0.6363636363636365,82,no_snow
543,0.77,0.1688311688311688,70,no_snow
544,0.68,0.6493506493506493,84,no_snow
545,0.0,0.9610389610389608,100,no_snow
546,0.85,0.5454545454545454,46,no_snow
547,0.0,0.5714285714285714,6,no_snow
548,0.0,0.4545454545454545,22,no_snow
549,0.0,0.5844155844155845,14,no_snow
550,0.77,0.7532467532467533,34,no_snow
551,0.0,0.6493506493506493,78,no_snow
552,0.43,0.8181818181818181,63,no_snow
553,0.0,0.7922077922077921,26,no_snow
554,4.0,0.5064935064935066,12,no_snow
555,0.0,0.4155844155844155,3,no_snow
556,0.94,0.5194805194805194,48,no_snow
557,0.0,0.6623376623376624,8,no_snow
558,0.0,0.7792207792207793,100,no_snow
559,1.62,0.5974025974025974,98,no_snow
560,0.0,0.5064935064935066,82,no_snow
561,3.06,0.5844155844155845,57,no_snow
562,0.0,0.4675324675324675,0,no_snow
563,0.0,0.4415584415584415,0,no_snow
564,0.09,0.7272727272727273,13,no_snow
565,1.7,0.4675324675324675,4,no_snow
566,0.94,0.5454545454545454,75,no_snow
567,0.0,0.6103896103896105,2,no_snow
568,0.0,0.7012987012987013,100,no_snow
569,0.0,0.7402597402597402,100,no_snow
570,0.0,0.6753246753246753,41,no_snow
571,0.0,0.5714285714285714,99,no_snow
572,0.0,0.4675324675324675,53,no_snow
573,0.77,0.948051948051948,100,no_snow
574,0.85,0.5064935064935066,38,no_snow
575,0.0,0.4545454545454545,100,no_snow
576,0.0,0.5974025974025974,100,no_snow
577,0.0,0.5454545454545454,5,no_snow
578,0.0,0.8571428571428572,75,no_snow
579,0.0,0.5714285714285714,0,no_snow
580,0.34,0.4805194805194805,1,no_snow
581,0.0,0.6233766233766234,5,no_snow
582,0.0,0.2857142857142857,0,no_snow
583,0.0,0.9350649350649352,100,no_snow
584,0.0,0.3766233766233766,5,no_snow
585,0.0,0.7272727272727273,100,no_snow
586,0.0,0.7142857142857142,0,no_snow
587,0.68,0.5844155844155845,63,no_snow
588,2.21,0.7792207792207793,83,no_snow
589,4.25,0.9090909090909092,14,no_snow
590,3.91,0.8961038961038961,39,no_snow
591,0.68,0.8701298701298701,100,no_snow
592,0.0,0.4545454545454545,51,no_snow
593,1.11,0.4285714285714285,3,no_snow
594,1.02,0.9350649350649352,100,no_snow
595,0.0,0.948051948051948,100,no_snow
596,0.0,0.5324675324675325,18,no_snow
597,0.0,0.6103896103896105,99,no_snow
598,0.68,0.1818181818181818,12,no_snow
599,0.77,0.7012987012987013,64,no_snow
600,0.0,0.922077922077922,100,no_snow
601,0.0,0.7792207792207793,51,no_snow
602,0.85,0.5064935064935066,100,no_snow
603,0.0,0.3636363636363636,41,no_snow
604,0.0,0.4805194805194805,81,no_snow
605,0.0,0.3896103896103896,0,no_snow
606,0.0,0.4935064935064935,4,no_snow
607,0.17,0.6493506493506493,90,no_snow
608,0.0,0.6103896103896105,3,no_snow
609,0.0,0.4285714285714285,88,no_snow
610,1.36,0.1558441558441558,0,no_snow
611,3.91,0.8961038961038961,52,no_snow
612,0.0,0.5584415584415585,23,no_snow
613,0.0,0.9350649350649352,50,no_snow
614,0.6,0.5714285714285714,8,no_snow
615,0.0,0.5064935064935066,17,no_snow
616,0.0,0.6753246753246753,29,no_snow
617,1.7,0.4675324675324675,5,no_snow
618,0.0,0.8961038961038961,100,no_snow
619,2.38,0.9350649350649352,100,no_snow
620,0.0,0.5194805194805194,81,no_snow
621,0.09,0.8961038961038961,63,no_snow
622,0.0,0.1558441558441558,21,no_snow
623,0.26,0.4545454545454545,8,no_snow
624,0.0,0.6103896103896105,6,no_snow
625,0.09,0.7142857142857142,12,no_snow
626,0.17,0.6753246753246753,10,no_snow
627,0.0,0.4155844155844155,2,no_snow
628,0.26,0.922077922077922,74,no_snow
629,1.79,0.974025974025974,100,no_snow
630,0.51,0.7012987012987013,69,no_snow
631,1.79,0.7012987012987013,100,no_snow
632,0.34,0.4675324675324675,3,no_snow
633,0.0,0.1688311688311688,0,no_snow
634,0.0,0.4675324675324675,41,no_snow
